FailureID,Loco,FailureDate,FailureTimestamp,TimestampPrecision,Label,Confidence,Window,HorizonHours,WindowStart,WindowEnd,Purpose
4650283,37619,17/12/2024,2024-12-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-12-16 23:00:00,2024-12-17 00:00:00,Near-failure behaviour
4649392,30751,17/12/2024,2024-12-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-12-10 00:00:00,2024-12-17 00:00:00,Long-term degradation
4649392,30751,17/12/2024,2024-12-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-12-14 00:00:00,2024-12-17 00:00:00,Medium-term degradation
4649392,30751,17/12/2024,2024-12-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-12-16 00:00:00,2024-12-17 00:00:00,Short-term warning
4649392,30751,17/12/2024,2024-12-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-12-16 12:00:00,2024-12-17 00:00:00,Operational alert horizon
4649392,30751,17/12/2024,2024-12-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-12-16 18:00:00,2024-12-17 00:00:00,Immediate warning
4649392,30751,17/12/2024,2024-12-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-12-16 23:00:00,2024-12-17 00:00:00,Near-failure behaviour
4648950,43016,16/12/2024,2024-12-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-12-09 00:00:00,2024-12-16 00:00:00,Long-term degradation
4648950,43016,16/12/2024,2024-12-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-12-13 00:00:00,2024-12-16 00:00:00,Medium-term degradation
4648950,43016,16/12/2024,2024-12-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-12-15 00:00:00,2024-12-16 00:00:00,Short-term warning
4648950,43016,16/12/2024,2024-12-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-12-15 12:00:00,2024-12-16 00:00:00,Operational alert horizon
4648950,43016,16/12/2024,2024-12-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-12-15 18:00:00,2024-12-16 00:00:00,Immediate warning
4648950,43016,16/12/2024,2024-12-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-12-15 23:00:00,2024-12-16 00:00:00,Near-failure behaviour
4645469,43368,14/12/2024,2024-12-14 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-12-07 00:00:00,2024-12-14 00:00:00,Long-term degradation
4645469,43368,14/12/2024,2024-12-14 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-12-11 00:00:00,2024-12-14 00:00:00,Medium-term degradation
4645469,43368,14/12/2024,2024-12-14 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-12-13 00:00:00,2024-12-14 00:00:00,Short-term warning
4645469,43368,14/12/2024,2024-12-14 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-12-13 12:00:00,2024-12-14 00:00:00,Operational alert horizon
4645469,43368,14/12/2024,2024-12-14 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-12-13 18:00:00,2024-12-14 00:00:00,Immediate warning
4645469,43368,14/12/2024,2024-12-14 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-12-13 23:00:00,2024-12-14 00:00:00,Near-failure behaviour
4639920,32281,12/12/2024,2024-12-12 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-12-05 00:00:00,2024-12-12 00:00:00,Long-term degradation
4639920,32281,12/12/2024,2024-12-12 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-12-09 00:00:00,2024-12-12 00:00:00,Medium-term degradation
4639920,32281,12/12/2024,2024-12-12 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-12-11 00:00:00,2024-12-12 00:00:00,Short-term warning
4639920,32281,12/12/2024,2024-12-12 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-12-11 12:00:00,2024-12-12 00:00:00,Operational alert horizon
4639920,32281,12/12/2024,2024-12-12 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-12-11 18:00:00,2024-12-12 00:00:00,Immediate warning
4639920,32281,12/12/2024,2024-12-12 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-12-11 23:00:00,2024-12-12 00:00:00,Near-failure behaviour
4635100,37282,10/12/2024,2024-12-10 05:00:00,EXACT,LEVEL_1,HIGH,7d,168,2024-12-03 05:00:00,2024-12-10 05:00:00,Long-term degradation
4635100,37282,10/12/2024,2024-12-10 05:00:00,EXACT,LEVEL_1,HIGH,3d,72,2024-12-07 05:00:00,2024-12-10 05:00:00,Medium-term degradation
4635100,37282,10/12/2024,2024-12-10 05:00:00,EXACT,LEVEL_1,HIGH,24h,24,2024-12-09 05:00:00,2024-12-10 05:00:00,Short-term warning
4635100,37282,10/12/2024,2024-12-10 05:00:00,EXACT,LEVEL_1,HIGH,12h,12,2024-12-09 17:00:00,2024-12-10 05:00:00,Operational alert horizon
4635100,37282,10/12/2024,2024-12-10 05:00:00,EXACT,LEVEL_1,HIGH,6h,6,2024-12-09 23:00:00,2024-12-10 05:00:00,Immediate warning
4635100,37282,10/12/2024,2024-12-10 05:00:00,EXACT,LEVEL_1,HIGH,1h,1,2024-12-10 04:00:00,2024-12-10 05:00:00,Near-failure behaviour
4616384,39117,30/11/2024,2024-11-30 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_2,HIGH,7d,168,2024-11-23 00:00:00,2024-11-30 00:00:00,Long-term degradation
4616384,39117,30/11/2024,2024-11-30 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_2,HIGH,3d,72,2024-11-27 00:00:00,2024-11-30 00:00:00,Medium-term degradation
4616384,39117,30/11/2024,2024-11-30 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_2,HIGH,24h,24,2024-11-29 00:00:00,2024-11-30 00:00:00,Short-term warning
4616384,39117,30/11/2024,2024-11-30 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_2,HIGH,12h,12,2024-11-29 12:00:00,2024-11-30 00:00:00,Operational alert horizon
4616384,39117,30/11/2024,2024-11-30 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_2,HIGH,6h,6,2024-11-29 18:00:00,2024-11-30 00:00:00,Immediate warning
4616384,39117,30/11/2024,2024-11-30 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_2,HIGH,1h,1,2024-11-29 23:00:00,2024-11-30 00:00:00,Near-failure behaviour
4616355,30341,30/11/2024,2024-11-30 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-11-23 00:00:00,2024-11-30 00:00:00,Long-term degradation
4616355,30341,30/11/2024,2024-11-30 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-11-27 00:00:00,2024-11-30 00:00:00,Medium-term degradation
4616355,30341,30/11/2024,2024-11-30 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-11-29 00:00:00,2024-11-30 00:00:00,Short-term warning
4616355,30341,30/11/2024,2024-11-30 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-11-29 12:00:00,2024-11-30 00:00:00,Operational alert horizon
4616355,30341,30/11/2024,2024-11-30 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-11-29 18:00:00,2024-11-30 00:00:00,Immediate warning
4616355,30341,30/11/2024,2024-11-30 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-11-29 23:00:00,2024-11-30 00:00:00,Near-failure behaviour
4609179,30675,27/11/2024,2024-11-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-11-20 00:00:00,2024-11-27 00:00:00,Long-term degradation
4609179,30675,27/11/2024,2024-11-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-11-24 00:00:00,2024-11-27 00:00:00,Medium-term degradation
4609179,30675,27/11/2024,2024-11-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-11-26 00:00:00,2024-11-27 00:00:00,Short-term warning
4609179,30675,27/11/2024,2024-11-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-11-26 12:00:00,2024-11-27 00:00:00,Operational alert horizon
4609179,30675,27/11/2024,2024-11-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-11-26 18:00:00,2024-11-27 00:00:00,Immediate warning
4609179,30675,27/11/2024,2024-11-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-11-26 23:00:00,2024-11-27 00:00:00,Near-failure behaviour
4610095,30319,27/11/2024,2024-11-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-11-20 00:00:00,2024-11-27 00:00:00,Long-term degradation
4610095,30319,27/11/2024,2024-11-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-11-24 00:00:00,2024-11-27 00:00:00,Medium-term degradation
4610095,30319,27/11/2024,2024-11-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-11-26 00:00:00,2024-11-27 00:00:00,Short-term warning
4610095,30319,27/11/2024,2024-11-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-11-26 12:00:00,2024-11-27 00:00:00,Operational alert horizon
4610095,30319,27/11/2024,2024-11-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-11-26 18:00:00,2024-11-27 00:00:00,Immediate warning
4610095,30319,27/11/2024,2024-11-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-11-26 23:00:00,2024-11-27 00:00:00,Near-failure behaviour
4591315,41733,18/11/2024,2024-11-18 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-11-11 00:00:00,2024-11-18 00:00:00,Long-term degradation
4591315,41733,18/11/2024,2024-11-18 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-11-15 00:00:00,2024-11-18 00:00:00,Medium-term degradation
4591315,41733,18/11/2024,2024-11-18 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-11-17 00:00:00,2024-11-18 00:00:00,Short-term warning
4591315,41733,18/11/2024,2024-11-18 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-11-17 12:00:00,2024-11-18 00:00:00,Operational alert horizon
4591315,41733,18/11/2024,2024-11-18 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-11-17 18:00:00,2024-11-18 00:00:00,Immediate warning
4591315,41733,18/11/2024,2024-11-18 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-11-17 23:00:00,2024-11-18 00:00:00,Near-failure behaviour
4590688,37373,18/11/2024,2024-11-18 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-11-11 00:00:00,2024-11-18 00:00:00,Long-term degradation
4590688,37373,18/11/2024,2024-11-18 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-11-15 00:00:00,2024-11-18 00:00:00,Medium-term degradation
4590688,37373,18/11/2024,2024-11-18 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-11-17 00:00:00,2024-11-18 00:00:00,Short-term warning
4590688,37373,18/11/2024,2024-11-18 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-11-17 12:00:00,2024-11-18 00:00:00,Operational alert horizon
4590688,37373,18/11/2024,2024-11-18 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-11-17 18:00:00,2024-11-18 00:00:00,Immediate warning
4590688,37373,18/11/2024,2024-11-18 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-11-17 23:00:00,2024-11-18 00:00:00,Near-failure behaviour
4587247,37508,17/11/2024,2024-11-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-11-10 00:00:00,2024-11-17 00:00:00,Long-term degradation
4587247,37508,17/11/2024,2024-11-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-11-14 00:00:00,2024-11-17 00:00:00,Medium-term degradation
4587247,37508,17/11/2024,2024-11-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-11-16 00:00:00,2024-11-17 00:00:00,Short-term warning
4587247,37508,17/11/2024,2024-11-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-11-16 12:00:00,2024-11-17 00:00:00,Operational alert horizon
4587247,37508,17/11/2024,2024-11-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-11-16 18:00:00,2024-11-17 00:00:00,Immediate warning
4587247,37508,17/11/2024,2024-11-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-11-16 23:00:00,2024-11-17 00:00:00,Near-failure behaviour
4585322,33835,16/11/2024,2024-11-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-11-09 00:00:00,2024-11-16 00:00:00,Long-term degradation
4585322,33835,16/11/2024,2024-11-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-11-13 00:00:00,2024-11-16 00:00:00,Medium-term degradation
4585322,33835,16/11/2024,2024-11-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-11-15 00:00:00,2024-11-16 00:00:00,Short-term warning
4585322,33835,16/11/2024,2024-11-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-11-15 12:00:00,2024-11-16 00:00:00,Operational alert horizon
4585322,33835,16/11/2024,2024-11-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-11-15 18:00:00,2024-11-16 00:00:00,Immediate warning
4585322,33835,16/11/2024,2024-11-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-11-15 23:00:00,2024-11-16 00:00:00,Near-failure behaviour
4541444,33516,25/10/2024,2024-10-25 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-10-18 00:00:00,2024-10-25 00:00:00,Long-term degradation
4541444,33516,25/10/2024,2024-10-25 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-10-22 00:00:00,2024-10-25 00:00:00,Medium-term degradation
4541444,33516,25/10/2024,2024-10-25 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-10-24 00:00:00,2024-10-25 00:00:00,Short-term warning
4541444,33516,25/10/2024,2024-10-25 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-10-24 12:00:00,2024-10-25 00:00:00,Operational alert horizon
4541444,33516,25/10/2024,2024-10-25 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-10-24 18:00:00,2024-10-25 00:00:00,Immediate warning
4541444,33516,25/10/2024,2024-10-25 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-10-24 23:00:00,2024-10-25 00:00:00,Near-failure behaviour
4538631,37544,24/10/2024,2024-10-24 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-10-17 00:00:00,2024-10-24 00:00:00,Long-term degradation
4538631,37544,24/10/2024,2024-10-24 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-10-21 00:00:00,2024-10-24 00:00:00,Medium-term degradation
4538631,37544,24/10/2024,2024-10-24 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-10-23 00:00:00,2024-10-24 00:00:00,Short-term warning
4538631,37544,24/10/2024,2024-10-24 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-10-23 12:00:00,2024-10-24 00:00:00,Operational alert horizon
4538631,37544,24/10/2024,2024-10-24 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-10-23 18:00:00,2024-10-24 00:00:00,Immediate warning
4538631,37544,24/10/2024,2024-10-24 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-10-23 23:00:00,2024-10-24 00:00:00,Near-failure behaviour
4537272,33574,23/10/2024,2024-10-23 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_2,HIGH,7d,168,2024-10-16 00:00:00,2024-10-23 00:00:00,Long-term degradation
4537272,33574,23/10/2024,2024-10-23 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_2,HIGH,3d,72,2024-10-20 00:00:00,2024-10-23 00:00:00,Medium-term degradation
4537272,33574,23/10/2024,2024-10-23 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_2,HIGH,24h,24,2024-10-22 00:00:00,2024-10-23 00:00:00,Short-term warning
4537272,33574,23/10/2024,2024-10-23 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_2,HIGH,12h,12,2024-10-22 12:00:00,2024-10-23 00:00:00,Operational alert horizon
4537272,33574,23/10/2024,2024-10-23 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_2,HIGH,6h,6,2024-10-22 18:00:00,2024-10-23 00:00:00,Immediate warning
4537272,33574,23/10/2024,2024-10-23 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_2,HIGH,1h,1,2024-10-22 23:00:00,2024-10-23 00:00:00,Near-failure behaviour
4536532,32054,23/10/2024,2024-10-23 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-10-16 00:00:00,2024-10-23 00:00:00,Long-term degradation
4536532,32054,23/10/2024,2024-10-23 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-10-20 00:00:00,2024-10-23 00:00:00,Medium-term degradation
4536532,32054,23/10/2024,2024-10-23 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-10-22 00:00:00,2024-10-23 00:00:00,Short-term warning
4536532,32054,23/10/2024,2024-10-23 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-10-22 12:00:00,2024-10-23 00:00:00,Operational alert horizon
4536532,32054,23/10/2024,2024-10-23 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-10-22 18:00:00,2024-10-23 00:00:00,Immediate warning
4536532,32054,23/10/2024,2024-10-23 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-10-22 23:00:00,2024-10-23 00:00:00,Near-failure behaviour
4522998,38588,17/10/2024,2024-10-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-10-10 00:00:00,2024-10-17 00:00:00,Long-term degradation
4522998,38588,17/10/2024,2024-10-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-10-14 00:00:00,2024-10-17 00:00:00,Medium-term degradation
4522998,38588,17/10/2024,2024-10-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-10-16 00:00:00,2024-10-17 00:00:00,Short-term warning
4522998,38588,17/10/2024,2024-10-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-10-16 12:00:00,2024-10-17 00:00:00,Operational alert horizon
4522998,38588,17/10/2024,2024-10-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-10-16 18:00:00,2024-10-17 00:00:00,Immediate warning
4522998,38588,17/10/2024,2024-10-17 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-10-16 23:00:00,2024-10-17 00:00:00,Near-failure behaviour
4522226,32562,16/10/2024,2024-10-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-10-09 00:00:00,2024-10-16 00:00:00,Long-term degradation
4522226,32562,16/10/2024,2024-10-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-10-13 00:00:00,2024-10-16 00:00:00,Medium-term degradation
4522226,32562,16/10/2024,2024-10-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,24h,24,2024-10-15 00:00:00,2024-10-16 00:00:00,Short-term warning
4522226,32562,16/10/2024,2024-10-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,12h,12,2024-10-15 12:00:00,2024-10-16 00:00:00,Operational alert horizon
4522226,32562,16/10/2024,2024-10-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,6h,6,2024-10-15 18:00:00,2024-10-16 00:00:00,Immediate warning
4522226,32562,16/10/2024,2024-10-16 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,1h,1,2024-10-15 23:00:00,2024-10-16 00:00:00,Near-failure behaviour
4485765,33734,27/09/2024,2024-09-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,7d,168,2024-09-20 00:00:00,2024-09-27 00:00:00,Long-term degradation
4485765,33734,27/09/2024,2024-09-27 00:00:00,DATE_ONLY_ASSUMED_MIDNIGHT,LEVEL_1,HIGH,3d,72,2024-09-24 00:00:00,2024-09-27 00:00:00,Medium-term degradation
